44
6823944
271531 3403068
380158 1283765
299464 1070525
346726 1464341
246589 5485807
302043 6823944
930538 2474397
806674 2546353
446634 2528881
353606 2192663
307688 4120381
368797 4775345
454536 2384270
377118 1104890
226411 1064134
180144 1106251
146001 1330298
223610 1428853
217151 972386
237842 1073941
253594 2233817
222563 1667269
258117 1172808
225697 1960072
176880 1032238
175516 609635
108772 611607
92720 1520515
97021 1534728
138001 1326278
174296 974818
153864 1413718
144773 1099612
159671 974750
141900 855563
131621 717734
112299 2749772
105161 3016114
167278 942708
107917 635710
68735 558318
66476 577112
58056 2381664
54753 1038703
