44
1159434
128686 413071
130740 482315
210237 630354
259416 759390
276387 800508
305911 718662
205510 585188
243867 866955
412264 1062013
387737 780669
269139 617157
253989 596439
242349 654859
307102 593758
349038 854151
328585 737068
430688 880983
590678 1159434
393451 785346
359372 771573
281696 596833
379974 779630
247031 478359
341047 732363
244809 540578
194798 410917
202639 459317
153021 311267
121204 290224
151755 430043
178447 367341
212460 534321
233656 539814
204140 431677
175474 559737
185388 345744
138560 246784
94982 253098
76935 180218
82218 223504
77322 148999
54385 129581
52502 129845
43856 156429
